"ID","성별","연령","거주지역"
"0392027344","2","73","경기 성남시"
"0546841266","2","73","부산 해운대구"
"0990125800","2","73","서울 강서구"
"0042547687","2","73","경기 수원시"
"0961289868","2","73","경기 의왕시"
"0764630821","1","73","경기 남양주시"
"0773692847","1","73","서울 용산구"
"0905395160","2","73","부산 해운대구"
"0188984736","1","73","부산 동래구"
"0969596380","2","73","서울 성북구"
"0978890879","2","73","서울 강남구"
"0776562171","1","73","서울 동대문구"
"0020035388","1","73","서울 동대문구"
"0298003550","1","73","경기 동두천시"
"0960156549","1","73","서울 송파구"
"0437529080","1","73","경기 남양주시"
"0732975651","2","73","경기 광주시"
"0906070531","2","73","부산 북구"
"0127792542","1","73","서울 송파구"
"0069323801","2","73","부산 강서구"
"0775198884","1","73","경기 안양시"
"0263924850","2","73","부산 해운대구"
"0138783977","2","73","부산 수영구"
"0529613276","2","73","경기 김포시"
"0801203525","2","73","경기 양평군"
"0539440803","1","73","부산 해운대구"
"0932592831","1","72","부산 서구"
"0483751880","2","72","서울 강동구"
"0534461388","1","72","부산 사상구"
"0502247262","2","72","경기 용인시"
"0204237197","1","72","경기 김포시"
"0593116891","1","72","부산 남구"
"0135687699","2","72","서울 송파구"
"0382417916","2","72","서울 은평구"
"0323904166","2","72","서울 송파구"
"0884293237","1","72","경기 성남시"
"0669360251","2","72","서울 동대문구"
"0406570522","1","72","경기 남양주시"
"0259641287","1","72","경기 고양시"
"0623773545","2","72","서울 송파구"
"0660020197","2","72","서울 성북구"
"0003699906","1","72","서울 마포구"
"0978723792","2","72","부산 남구"
"0114026517","1","72","경기 고양시"
"0597240449","2","72","부산 금정구"
"0052820978","1","72","경기 의왕시"
"0213636729","2","72","서울 노원구"
"0540579594","2","72","경기 화성시"
"0203066088","2","72","경기 고양시"
"0256531861","2","72","부산 수영구"
"0318792525","2","72","부산 동래구"
"0872911742","1","72","부산 수영구"
"0757298827","2","72","서울 동대문구"
"0499783217","2","71","경기 의왕시"
"0246308609","2","71","서울 송파구"
"0335961952","2","71","경기 성남시"
"0195856827","2","71","경기 성남시"
"0294668510","2","71","서울 송파구"
"0426882512","1","71","경기 의왕시"
"0686833241","2","71","서울 동작구"
"0533430896","1","71","경기 성남시"
"0010310196","2","71","경기 안양시"
"0101355617","2","71","서울 양천구"
"0358277976","2","71","경기 성남시"
"0122520118","2","71","서울 영등포구"
"0374586532","2","71","서울 송파구"
"0067292818","2","71","서울 중구"
"0381862897","2","71","서울 노원구"
"0663496230","2","71","서울 송파구"
"0339018851","2","71","경기 성남시"
"0688055399","2","71","서울 송파구"
"0894360253","1","71","서울 강남구"
"0147640686","2","71","서울 마포구"
"0082787192","2","71","서울 영등포구"
"0468220239","2","71","서울 금천구"
"0987936743","1","71","서울 양천구"
"0745064893","1","71","서울 동대문구"
"0642628955","2","71","부산 영도구"
"0194681502","1","71","서울 마포구"
"0263335759","1","71","경기 안성시"
"0437553596","2","71","서울 송파구"
"0946735669","2","71","경기 광주시"
"0304360700","1","74","서울 송파구"
"0548153192","1","71","경기 고양시"
"0887944010","1","70","경기 고양시"
"0971231668","2","70","서울 은평구"
"0126094176","2","70","서울 영등포구"
"0351893934","2","70","서울 광진구"
"0025612406","2","70","부산 해운대구"
"0070841739","2","70","서울 강남구"
"0694217581","1","70","서울 강서구"
"0640815888","1","70","서울 관악구"
"0252282688","1","70","경기 안양시"
"0417047898","2","70","서울 송파구"
"0708705969","2","70","부산 사상구"
"0406629306","2","70","부산 해운대구"
"0796185125","2","70","부산 금정구"
"0018021195","1","70","부산 동구"
"0692179053","2","70","경기 고양시"
"0800538460","2","70","서울 영등포구"
"0298905201","2","70","서울 관악구"
"0921036777","2","70","부산 수영구"
"0584445070","2","70","부산 영도구"
"0222012806","2","70","부산 해운대구"
"0239969081","1","70","서울 동작구"
"0571285163","2","70","부산 해운대구"
"0081139940","2","70","부산 사하구"
"0202455156","2","70","경기 안산시"
"0211570334","1","70","경기 안산시"
"0389327261","2","70","경기 수원시"
"0241113150","1","70","서울 은평구"
"0850624187","2","70","경기 의정부시"
"0986277335","2","70","경기 의정부시"
"0339064060","2","70","경기 수원시"
"0984750465","2","70","경기 남양주시"
"0435215370","2","70","부산 연제구"
"0950291056","1","70","서울 동작구"
"0055844757","2","69","서울 서대문구"
"0165639634","2","69","부산 동래구"
"0868529581","1","69","서울 송파구"
"0969901888","2","69","서울 동대문구"
"0779190802","2","69","서울 용산구"
"0663826861","1","69","서울 서대문구"
"0414448990","2","69","경기 안산시"
"0121724465","2","69","경기 고양시"
"0410362886","1","69","부산 영도구"
"0904352987","1","69","서울 동대문구"
"0894293524","2","69","부산 남구"
"0948905514","2","69","부산 동구"
"0741970409","2","69","경기 안양시"
"0030651506","2","69","부산 해운대구"
"0413691753","2","69","경기 수원시"
"0834880114","2","69","서울 송파구"
"0843801588","2","69","부산 수영구"
"0514592288","2","69","서울 송파구"
"0696566991","1","69","서울 노원구"
"0757511881","2","69","부산 수영구"
"0025134966","2","69","서울 송파구"
"0376114758","2","69","경기 의정부시"
"0512681752","2","69","부산 영도구"
"0614259908","2","69","서울 송파구"
"0071968030","2","69","부산 사하구"
"0472366723","1","69","서울 노원구"
"0995108594","2","69","서울 송파구"
"0393337255","2","69","부산 해운대구"
"0760666972","1","69","서울 은평구"
"0314182740","2","69","서울 송파구"
"0955308746","2","69","경기 동두천시"
"0266561827","1","69","부산 남구"
"0660016678","1","69","경기 의왕시"
"0186248115","2","69","서울 동대문구"
"0077345199","2","69","경기 안양시"
"0784384459","2","69","서울 송파구"
"0006203677","2","69","부산 사하구"
"0291193159","1","68","부산 해운대구"
"0144413154","2","68","서울 노원구"
"0374540276","1","68","서울 구로구"
"0715549887","2","68","경기 고양시"
"0194521566","2","68","경기 고양시"
"0962026743","2","68","경기 성남시"
"0930805988","2","68","서울 금천구"
"0300068837","2","68","부산 수영구"
"0498288236","2","68","서울 영등포구"
"0979052955","2","68","경기 고양시"
"0443385410","2","68","경기 부천시"
"0239874784","2","68","경기 고양시"
"0505700587","2","68","부산 수영구"
"0207252430","2","68","부산 사하구"
"0994677461","2","68","서울 동작구"
"0566059107","2","68","부산 부산진구"
"0464468657","1","68","서울 송파구"
"0795180565","1","68","경기 안양시"
"0970209490","2","68","경기 수원시"
"0080626189","2","68","경기 성남시"
"0243098900","2","68","경기 안양시"
"0080451890","2","68","경기 성남시"
"0095887667","2","68","서울 강서구"
"0407087723","1","68","서울 은평구"
"0739881197","2","68","서울 동작구"
"0124643924","2","68","서울 영등포구"
"0348940491","2","68","서울 성동구"
"0992890409","2","68","서울 은평구"
"0188800133","2","68","경기 성남시"
"0515152676","2","68","경기 용인시"
"0616390264","2","68","서울 강북구"
"0997505574","2","68","서울 강남구"
"0842809182","2","68","경기 성남시"
"0215976601","1","68","서울 송파구"
"0567491288","2","68","경기 남양주시"
"0129849755","1","68","부산 사하구"
"0438078864","2","68","부산 부산진구"
"0423233007","1","68","경기 부천시"
"0501616069","1","68","경기 하남시"
"0287938825","2","68","경기 성남시"
"0221388846","2","68","서울 용산구"
"0371287988","2","68","서울 동작구"
"0081826660","2","68","경기 성남시"
"0503543299","2","68","부산 해운대구"
"0646920417","2","68","경기 안양시"
"0507504510","2","68","서울 양천구"
"0058413533","1","68","부산 사상구"
"0351026185","2","67","경기 용인시"
"0994277985","2","67","경기 과천시"
"0271400739","2","67","부산 수영구"
"0406661177","2","67","경기 성남시"
"0304460300","2","67","경기 성남시"
"0967624700","1","67","부산 부산진구"
"0323959090","2","67","경기 양평군"
"0555168436","2","67","경기 시흥시"
"0943516971","2","67","경기 고양시"
"0722651171","1","67","서울 마포구"
"0254163604","2","67","경기 성남시"
"0170085298","2","67","서울 종로구"
"0351800310","2","67","부산 연제구"
"0448718487","2","67","부산 부산진구"
"0997853190","2","67","서울 강서구"
"0553088347","2","67","서울 송파구"
"0609389506","1","67","서울 용산구"
"0556524763","1","67","경기 성남시"
"0447243048","2","67","부산 동래구"
"0727072912","2","67","경기 성남시"
"0760598172","2","67","부산 수영구"
"0524709429","2","67","경기 고양시"
"0912833818","1","67","서울 강남구"
"0296914461","2","67","서울 은평구"
"0736646305","2","67","경기 수원시"
"0383386493","2","67","부산 수영구"
"0287272994","2","67","경기 부천시"
"0850573285","2","67","서울 송파구"
"0597436160","1","67","경기 안산시"
"0157828726","1","67","서울 강남구"
"0371742259","2","67","경기 군포시"
"0540174937","2","67","서울 노원구"
"0888586881","1","67","서울 동대문구"
"0386412668","1","67","경기 성남시"
"0097368650","2","67","서울 송파구"
"0265263280","1","67","서울 도봉구"
"0154709704","1","67","부산 수영구"
"0592023359","2","67","경기 안양시"
"0330159784","2","67","부산 수영구"
"0489840347","2","67","경기 고양시"
"0484776224","2","67","경기 화성시"
"0681504494","2","67","서울 은평구"
"0152939159","1","67","부산 해운대구"
"0208260290","1","67","서울 관악구"
"0058621989","2","67","서울 강동구"
"0529322021","2","67","서울 송파구"
"0989730441","2","67","부산 수영구"
"0584344432","2","67","서울 성북구"
"0877028523","2","67","경기 의정부시"
"0314186517","2","67","서울 송파구"
"0699962905","2","67","서울 강남구"
"0981009594","2","67","서울 은평구"
"0503436915","2","67","서울 마포구"
"0215876176","2","67","부산 사하구"
"0763538561","2","67","부산 부산진구"
"0475858909","2","67","부산 해운대구"
"0885884093","2","67","서울 노원구"
"0127139157","2","67","경기 고양시"
"0718710560","2","67","부산 영도구"
"0762224180","1","67","부산 사하구"
"0987538741","2","67","경기 성남시"
"0934973128","2","67","부산 사하구"
"0133540014","1","67","경기 성남시"
"0904566821","2","67","서울 송파구"
"0896163626","2","66","부산 동구"
"0235216959","2","66","서울 도봉구"
"0787087733","2","66","경기 남양주시"
"0949197187","1","66","경기 김포시"
"0027763567","2","66","경기 양주시"
"0892805600","1","66","경기 부천시"
"0401287195","2","66","서울 송파구"
"0804044385","2","66","부산 수영구"
"0715142538","2","66","서울 용산구"
"0359903573","2","66","서울 강남구"
"0327732660","2","66","서울 영등포구"
"0727158910","2","66","경기 김포시"
"0204160011","2","66","경기 성남시"
"0278526900","2","66","경기 시흥시"
"0769429726","2","66","부산 사하구"
"0241028659","2","66","서울 송파구"
"0366185208","1","66","부산 해운대구"
"0367667289","2","66","경기 부천시"
"0318388668","2","66","서울 성동구"
"0597892589","2","66","서울 관악구"
"0675385246","2","66","경기 성남시"
"0222736039","2","66","경기 구리시"
"0347935285","2","66","부산 연제구"
"0192448946","1","66","경기 남양주시"
"0605153384","2","66","서울 서초구"
"0388897028","2","66","서울 마포구"
"0833379717","2","66","경기 수원시"
"0061712106","2","66","서울 송파구"
"0507177081","2","66","경기 고양시"
"0140823611","2","66","서울 강동구"
"0070179563","2","66","서울 동대문구"
"0255782139","2","66","서울 종로구"
"0351788985","2","66","서울 강남구"
"0431459315","2","66","경기 광명시"
"0092000684","1","66","경기 고양시"
"0255100408","2","66","서울 중구"
"0048847718","2","66","경기 고양시"
"0127943508","2","66","경기 안산시"
"0650959157","2","66","서울 종로구"
"0760012412","2","66","서울 동대문구"
"0966712502","2","66","부산 동구"
"0909506258","2","66","부산 사하구"
"0739677300","2","66","경기 고양시"
"0645728548","2","66","부산 남구"
"0704248081","1","66","부산 수영구"
"0486554690","2","66","서울 동대문구"
"0904229786","2","66","서울 노원구"
"0461468947","2","66","경기 의정부시"
"0455516973","2","66","서울 강남구"
"0905651952","2","66","서울 영등포구"
"0830336465","1","66","부산 기장군"
"0409801962","1","65","서울 중구"
"0610767385","2","65","서울 종로구"
"0436847202","2","65","경기 성남시"
"0838115340","1","65","서울 은평구"
"0503740775","2","65","경기 양평군"
"0638253392","2","65","서울 서초구"
"0613886638","2","65","서울 동대문구"
"0407707572","2","65","서울 송파구"
"0032394590","2","65","서울 송파구"
"0918433116","2","65","경기 성남시"
"0928953518","2","65","서울 용산구"
"0835860016","2","65","서울 강동구"
"0824429588","2","65","경기 성남시"
"0386724843","2","65","경기 의정부시"
"0922630839","2","65","경기 의왕시"
"0069311872","2","65","경기 수원시"
"0565817192","2","65","경기 안양시"
"0088800041","2","65","서울 강남구"
"0708308936","1","65","서울 서대문구"
"0790858340","1","65","서울 서대문구"
"0805816059","1","65","서울 영등포구"
"0796760005","1","65","서울 동대문구"
"0203763762","2","65","서울 동대문구"
"0964937860","2","65","부산 북구"
"0774021829","2","65","서울 영등포구"
"0646486700","2","65","경기 과천시"
"0626123221","1","65","부산 해운대구"
"0833453648","2","65","부산 수영구"
"0746340086","2","65","경기 수원시"
"0063002458","2","65","경기 용인시"
"0509041336","2","65","서울 송파구"
"0091742758","2","65","경기 하남시"
"0699190976","2","65","서울 강남구"
"0798828950","2","65","서울 영등포구"
"0587107355","2","65","서울 동작구"
"0910514595","2","65","서울 강남구"
"0966767002","2","65","경기 구리시"
"0411150131","2","65","경기 양평군"
"0389478518","2","65","경기 용인시"
"0702715075","2","65","부산 부산진구"
"0714802757","2","65","경기 고양시"
"0932948312","2","65","경기 고양시"
"0126247632","2","65","경기 안양시"
"0867835182","1","65","부산 사하구"
"0497983708","2","65","서울 은평구"
"0806480440","2","65","경기 안양시"
"0549822181","2","65","서울 은평구"
"0378860221","2","65","경기 고양시"
"0617421303","2","65","부산 기장군"
"0383779790","2","65","서울 마포구"
"0718897041","2","65","경기 안양시"
"0829316167","2","65","서울 강남구"
"0411606098","2","65","경기 안산시"
"0002960045","2","65","부산 해운대구"
"0064987645","2","65","서울 노원구"
"0585461706","1","65","부산 해운대구"
"0114709353","1","65","서울 동작구"
"0165846736","2","65","경기 고양시"
"0418116959","1","65","서울 강동구"
"0686644678","2","65","서울 성북구"
"0442194161","2","65","경기 안양시"
"0409603109","2","65","서울 동대문구"
"0036744521","2","65","부산 수영구"
"0021020173","1","65","서울 강동구"
"0288950728","2","65","서울 강남구"
"0608517045","2","64","서울 송파구"
"0538979586","1","64","서울 은평구"
"0480930274","1","64","서울 송파구"
"0257347925","1","64","경기 성남시"
"0093727685","2","64","서울 영등포구"
"0935577192","1","64","경기 광주시"
"0089498436","2","64","서울 강남구"
"0160824082","2","64","서울 송파구"
"0467105964","2","64","경기 광명시"
"0409431450","1","64","서울 서초구"
"0850382064","2","64","서울 송파구"
"0373448681","2","64","경기 안산시"
"0298663569","1","64","부산 영도구"
"0339383747","2","64","서울 송파구"
"0260605785","2","64","부산 강서구"
"0485530928","2","64","서울 노원구"
"0517119820","2","64","경기 수원시"
"0569507133","1","64","서울 송파구"
"0939260530","2","64","서울 서초구"
"0473069438","2","64","부산 연제구"
"0782743532","2","64","부산 남구"
"0238976067","2","64","서울 용산구"
"0733091331","1","64","부산 해운대구"
"0324143046","1","64","서울 강동구"
"0778774435","2","64","경기 성남시"
"0854116716","1","64","부산 부산진구"
"0838101467","2","64","부산 동구"
"0210806236","2","64","경기 안양시"
"0708391056","2","64","부산 해운대구"
"0718641626","2","64","경기 군포시"
"0727070220","2","64","서울 구로구"
"0240459386","1","64","부산 기장군"
"0760534539","2","64","부산 부산진구"
"0930610616","1","64","부산 해운대구"
"0808654096","2","64","서울 동대문구"
"0119474091","2","64","경기 구리시"
"0081523122","2","64","경기 남양주시"
"0001065068","2","64","서울 성동구"
"0823005314","2","64","서울 중랑구"
"0170483465","1","64","부산 사상구"
"0882128979","2","64","부산 해운대구"
"0248900740","2","64","부산 기장군"
"0128074027","1","64","경기 남양주시"
"0121663169","2","64","부산 동래구"
"0420155564","2","64","경기 안양시"
"0431233281","2","64","경기 부천시"
"0563724020","2","64","서울 강서구"
"0545999428","1","64","서울 관악구"
"0405351201","2","63","서울 강남구"
"0663314136","2","63","경기 고양시"
"0990783007","2","63","부산 해운대구"
"0045777953","2","63","서울 강남구"
"0750182809","2","63","서울 동대문구"
"0984297646","2","63","부산 해운대구"
"0985660211","2","63","서울 송파구"
"0563037763","2","63","경기 안산시"
"0061818064","2","63","서울 동작구"
"0377950264","1","63","서울 영등포구"
"0861399140","1","63","부산 동래구"
"0919689000","2","63","경기 성남시"
"0456824900","2","63","경기 수원시"
"0953625517","2","63","서울 강남구"
"0176641279","2","63","경기 수원시"
"0516254278","2","63","서울 송파구"
"0243839179","2","63","서울 용산구"
"0424924006","2","63","부산 서구"
"0491124170","2","63","부산 해운대구"
"0011230381","2","63","서울 서초구"
"0738507023","2","63","경기 고양시"
"0823159827","2","63","경기 성남시"
"0262047403","2","63","부산 부산진구"
"0556740145","2","63","경기 수원시"
"0968743249","2","63","경기 성남시"
"0851413363","2","63","경기 시흥시"
"0077964998","2","63","서울 중구"
"0386855521","2","63","서울 서대문구"
"0940452558","1","63","서울 도봉구"
"0823443574","2","63","서울 중랑구"
"0448590926","2","63","부산 해운대구"
"0104025422","2","63","경기 부천시"
"0626907988","2","63","부산 부산진구"
"0252303735","1","63","경기 고양시"
"0981606401","2","63","서울 관악구"
"0544964839","2","63","경기 고양시"
"0639900723","1","63","서울 송파구"
"0218586735","2","63","서울 송파구"
"0791647304","2","63","서울 송파구"
"0312888059","2","63","경기 안양시"
"0532373716","2","63","서울 송파구"
"0029918795","2","63","부산 해운대구"
"0861182244","2","63","경기 성남시"
"0222362634","2","63","경기 용인시"
"0959786232","2","63","부산 해운대구"
"0568065401","2","63","경기 구리시"
"0228896470","1","63","부산 사하구"
"0988927928","2","63","서울 송파구"
"0182444825","2","63","서울 은평구"
"0717792434","1","63","부산 강서구"
"0282404303","2","63","경기 양평군"
"0749333450","2","63","서울 용산구"
"0862978930","1","63","서울 노원구"
"0243826995","2","63","부산 해운대구"
"0635795573","2","63","경기 성남시"
"0861579076","1","63","부산 강서구"
"0730508654","1","63","부산 사하구"
"0153345164","2","63","경기 안양시"
"0934744650","2","63","부산 수영구"
"0969960055","2","63","서울 강동구"
"0168413457","2","63","경기 고양시"
"0793627607","2","63","부산 사상구"
"0944365411","1","63","경기 고양시"
"0339691418","1","63","부산 연제구"
"0336817256","2","63","경기 고양시"
"0076236608","2","63","경기 고양시"
"0212074291","2","63","서울 송파구"
"0635568369","2","63","부산 동구"
"0031356667","1","63","서울 노원구"
"0705877665","2","63","부산 해운대구"
"0586413214","1","63","부산 북구"
"0844006730","2","63","부산 부산진구"
"0286932797","1","63","부산 해운대구"
"0905713843","2","63","부산 해운대구"
"0448507377","1","63","서울 노원구"
"0556054290","2","63","서울 은평구"
"0178019725","2","63","경기 남양주시"
"0897439676","1","63","서울 관악구"
"0080004097","2","63","부산 부산진구"
"0466491266","2","63","경기 안산시"
"0096806480","2","63","서울 동작구"
"0721836652","1","63","부산 동래구"
"0173194971","2","63","서울 서대문구"
"0106992981","2","63","서울 송파구"
"0533528497","2","63","서울 은평구"
"0483067328","2","63","부산 수영구"
"0725988097","2","63","경기 고양시"
"0007828962","2","63","경기 의정부시"
"0618873592","2","63","서울 강남구"
"0546499224","2","63","서울 성북구"
"0907174331","2","62","부산 수영구"
"0418541047","2","62","서울 강동구"
"0705900045","2","62","부산 금정구"
"0738530528","1","62","부산 해운대구"
"0847467968","2","62","서울 송파구"
"0999375162","2","62","서울 강남구"
"0187547677","2","62","부산 사상구"
"0554183515","1","62","서울 송파구"
"0837641464","2","62","경기 김포시"
"0490844343","2","62","서울 노원구"
"0379180595","1","62","경기 수원시"
"0206413622","1","62","서울 송파구"
"0109010815","2","62","서울 성동구"
"0290870878","2","62","서울 동작구"
"0293879868","2","62","경기 용인시"
"0839709498","2","62","부산 해운대구"
"0977652505","2","62","서울 양천구"
"0302103480","2","62","경기 부천시"
"0084291754","2","62","서울 송파구"
"0342183325","2","62","서울 관악구"
"0389017444","2","62","경기 광주시"
"0104476205","1","62","서울 송파구"
"0829528943","2","62","서울 송파구"
"0403229672","2","62","경기 의정부시"
"0647610673","2","62","서울 영등포구"
"0841530519","1","62","부산 사하구"
"0668193637","2","62","부산 영도구"
"0211293172","1","62","서울 관악구"
"0019563311","1","62","서울 송파구"
"0124196547","2","62","부산 수영구"
"0715656218","2","62","서울 종로구"
"0109859905","2","62","경기 용인시"
"0007996509","2","62","경기 부천시"
"0707276293","1","62","부산 해운대구"
"0978208389","2","62","부산 사하구"
"0994668090","2","62","경기 성남시"
"0631135552","2","62","경기 성남시"
"0348914311","2","62","부산 서구"
"0142137503","2","62","경기 의정부시"
"0440155894","2","62","서울 구로구"
"0409359834","2","62","서울 송파구"
"0815664142","2","62","서울 동대문구"
"0417948084","1","62","경기 용인시"
"0227386470","2","62","경기 부천시"
"0080773421","2","62","부산 해운대구"
"0075211175","2","62","부산 해운대구"
"0493060186","2","62","경기 안양시"
"0675954708","2","62","서울 금천구"
"0502605045","2","62","서울 강남구"
"0106820505","2","62","서울 영등포구"
"0092219912","2","62","경기 안양시"
"0774238799","2","62","서울 용산구"
"0378876561","2","62","부산 해운대구"
"0412472356","2","62","서울 용산구"
"0290657681","2","62","서울 강동구"
"0002272647","2","62","부산 사상구"
"0449545273","1","62","서울 중구"
"0510756789","2","62","경기 수원시"
"0171561937","2","62","부산 사하구"
"0486250803","2","62","경기 의정부시"
"0223999618","2","62","서울 강북구"
"0262122778","2","62","경기 성남시"
"0120626152","2","62","경기 구리시"
"0365640186","2","62","서울 서초구"
"0353663019","2","62","경기 고양시"
"0749255214","1","62","경기 안양시"
"0667677501","2","62","경기 고양시"
"0392626935","2","62","서울 동작구"
"0837265493","2","62","경기 평택시"
"0220494115","2","62","서울 서초구"
"0058700874","2","62","경기 의정부시"
"0346500889","2","62","경기 안양시"
"0691866290","2","62","부산 해운대구"
"0520431880","2","62","부산 수영구"
"0018828749","1","62","경기 의정부시"
"0695099653","2","62","서울 강남구"
"0870377072","1","62","서울 송파구"
"0434746602","2","62","경기 성남시"
"0356775807","2","62","경기 광주시"
"0759194157","2","62","서울 관악구"
"0701596950","2","62","경기 의정부시"
"0834787757","2","62","경기 안양시"
"0514314235","2","62","경기 군포시"
"0036793416","2","62","서울 송파구"
"0290027774","2","62","서울 강남구"
"0461698702","2","62","부산 중구"
"0865286268","1","62","부산 해운대구"
"0272555627","2","62","서울 종로구"
"0847637408","1","62","경기 구리시"
"0524872489","2","62","경기 양평군"
"0554840090","2","62","경기 의왕시"
"0869104206","2","62","서울 송파구"
"0141273873","2","62","경기 성남시"
"0158108371","2","62","서울 송파구"
"0502692905","2","62","부산 금정구"
"0947544552","2","62","서울 노원구"
"0634552698","2","62","서울 동작구"
"0507317347","2","62","부산 사하구"
"0460264013","2","62","서울 강남구"
"0050113203","2","62","부산 해운대구"
"0869048128","2","62","서울 영등포구"
"0949315164","2","62","서울 용산구"
"0402052118","2","62","서울 구로구"
"0391253863","1","61","서울 마포구"
"0975782844","2","61","부산 해운대구"
"0356925329","1","61","서울 강동구"
"0896195325","2","61","경기 고양시"
"0284759871","2","61","서울 노원구"
"0687914118","2","61","경기 성남시"
"0603388508","2","61","서울 성동구"
"0708674796","2","61","서울 강남구"
"0732065952","2","61","부산 해운대구"
"0077250736","2","61","서울 강서구"
"0476770925","1","61","서울 강남구"
"0321029840","2","61","경기 남양주시"
"0338099523","2","61","서울 강북구"
"0953525575","2","61","경기 성남시"
"0274329085","2","61","서울 영등포구"
"0422105909","2","61","경기 성남시"
"0989095622","2","61","서울 마포구"
"0428142732","2","61","서울 강남구"
"0808894597","2","61","경기 김포시"
"0134025044","2","61","부산 사상구"
"0954198108","2","61","부산 해운대구"
"0492118793","2","61","서울 양천구"
"0057879412","1","61","경기 파주시"
"0228633869","2","61","서울 성북구"
"0747027568","2","61","서울 양천구"
"0190499041","2","61","경기 양주시"
"0388424337","2","61","경기 안양시"
"0381499211","2","61","서울 송파구"
"0431606775","2","61","서울 광진구"
"0246006750","2","61","경기 안성시"
"0773130897","1","61","부산 연제구"
"0076119286","1","61","서울 종로구"
"0676366483","2","61","서울 성북구"
"0225546689","2","61","부산 해운대구"
"0826691160","2","61","부산 사상구"
"0182054381","2","61","서울 강서구"
"0744464613","1","61","부산 동구"
"0560859783","2","61","서울 송파구"
"0809590736","2","61","서울 서초구"
"0147247286","2","61","서울 강남구"
"0445414913","1","61","서울 동대문구"
